english_canonical,devanagari,main_id,main_name_np,main_name_en,sub_id,sub_name_np,sub_name_en,variations,confidence,notes
GUNRAGAI,गुन्रागै,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GUNUNGE,गुनुङे,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GUPT,गुप्त,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GUPTA,गुप्ता,3,मधेशी,Madhesi,302,मधेशी मध्यम जाति,Madhesi Middle Caste,"Gupta",high,"Madhesi business caste"
GURAGAI,गुरागै,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GURAGAIN,गुरागैन,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GURAU,गुरौ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GURAV,गुराव,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GURDHAMI,गुर्धामि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GURMACHHAN,गुर्माछान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GURMAITA,गुर्मैता,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GURUBAACHARYA,गुरुबाचार्या,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",medium,"Suffix pattern: -acharya"
GURUBACHARYA,गुरुबाचार्या,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",medium,"Suffix pattern: -acharya"
GURUGN,गुरुग्न,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GURUING,गुरुइङ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GURUMA,गुरुमा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GURUN,गुरुन,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GURUNG,गुरुङ,2,आदिवासी जनजाति,Adivasi Janajati,205,गुरुङ,Gurung,"Gurung",high,"Gurung"
GURUWACHARYA,गुरुवाचार्या,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",medium,"Suffix pattern: -acharya"
GUVAJOO,गुवाजू,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GUVAJU,गुवाजु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GWACHHA,ग्वाछा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GWAWALY,ग्वावाल्य,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wali"
GYABAK,ज्ञा्बाक,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GYALTSEN,ज्ञा्ल्त्सेन,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GYAMDEN,ज्ञा्म्देन,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GYANWALI,ज्ञवाली,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"Gyawali, Gyanwali",high,"Hill Bahun"
GYAWALE,ज्ञा्वाले,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GYAWALEE,ज्ञा्वाली,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
GYAWALI,ज्ञवाली,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"Gyawali, Gyanwali",high,"Hill Bahun"
GYWALI,ज्ञ्वालि,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wali"
HACHHETHU,हाछेथु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HADA,हादा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HADKHALE,हाद्खाले,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HAJAM,हाजाम,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HAKUDUWAL,हाकुदुवाल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wal"
HALAWAT,हालावात,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HALDAR,हाल्दार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HALUWAI,हालुवै,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HALWAE,हाल्वाए,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HALWAI,हाल्वै,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HAMAL,हमाल,1,खस-आर्य,Khas-Arya,102,क्षेत्री,Chhetri,"Hamal",high,"Chhetri"
HAMO,हामो,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HAQ,हाक,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HAQUE,हाकुए,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HARDWARE,हार्द्वारे,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HARIJAN,हाऋजान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HARLALKA,हार्लाल्का,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HARUN,हारुन,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HASDA,हास्दा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HASHMI,हाश्मि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HASIM,हासिम,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HATHI,हाथि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HATTHI,हाट्ट्हि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HATUWAL,हातुवाल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wal"
HAWARI,हावाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HAYANJU,हायान्जु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HAYU,हायु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HEDA,हेदा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HEKA,हेका,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HENGAJU,हेङाजु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HEYOJOO,हेयोजू,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HINGMANG,हिङ्माङ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HIRACHAN,हिराचान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
HISARIA,हिसाऋअ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
